gsis_id,name,position,team,age,receptions_per_game,targets_per_game,receiving_yards_per_game,receiving_tds_per_game,rushing_yards_per_game,rushing_tds_per_game,points_per_game
00-0039394,Casey Washington,WR,CAR,25.47,0.9375,2.125,14.375,0.0,0.0,0.0,2.375
00-0038606,Parker Washington,WR,JAX,24.43,2.8970000000000002,4.586,38.128,0.268,0.0,0.0,8.828999999999999
00-0039880,Malik Washington,WR,MIA,25.85,2.39125,3.3512499999999994,17.63,0.11249999999999999,4.715,0.06375,5.8100000000000005
00-0039884,Tahj Washington,WR,MIA,25.28,0.9375,1.5625,11.5625,0.0,0.0,0.0,1.46875
00-0040172,Jordan Watkins,WR,SF,24.52,1.0,1.5,13.0,0.0,0.0,0.0,2.3
00-0036271,Quez Watkins,WR,PHI,28.21,0.6000000000000001,0.8400000000000001,5.68,0.04000000000000001,0.0,0.0,1.4080000000000001
00-0038124,Christian Watson,WR,GB,27.29,2.993,5.0649999999999995,53.215,0.454,0.8859999999999999,0.0,11.128
00-0034386,Justin Watson,WR,HOU,30.39,1.3010000000000002,2.01,16.915,0.07900000000000001,0.0,0.0,3.443
00-0038728,Jared Wayne,WR,HOU,25.88,1.0,1.0,10.0,0.0,0.0,0.0,2.0
00-0040311,Theo Wease Jr.,WR,MIA,25.17,2.0,3.33,46.33,0.33,0.0,0.0,8.63
00-0039521,Xavier Weaver,WR,ARI,25.87,0.625,1.5375,5.98125,0.0,0.0,0.0,1.225
00-0040570,Jeremiah Webb,WR,NE,25.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041575,Jeff Weimer,WR,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040438,Antwane Wells Jr.,WR,ATL,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040976,Levi Wentz,WR,PIT,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036182,Nick Westbrook-Ikhine,WR,IND,29.43,1.5419999999999998,2.749,19.767,0.23800000000000002,0.0,0.0,4.9799999999999995
00-0040075,LaJohntay Wester,WR,BAL,24.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041397,Kaden Wetjen,WR,PIT,24.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035891,Cody White,WR,SEA,27.74,0.49,0.7,12.225,0.06,0.0,0.0,2.085
00-0040653,Ricky White III,WR,SEA,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039751,Jordan Whittington,WR,LA,25.9,1.3387499999999999,1.7937499999999997,14.973749999999999,0.0,0.8225,0.0,2.9187499999999997
00-0038393,Dontayvion Wicks,WR,PHI,25.19,2.362,3.885,27.839,0.216,0.24400000000000002,0.0,6.461
00-0036183,Kristian Wilkerson,WR,ATL,29.62,0.6,0.8999999999999999,5.3999999999999995,0.3,0.0,0.0,2.94
00-0041040,Antonio Williams,WR,WAS,22.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041106,C.J. Williams,WR,JAX,23.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041011,E.J. Williams Jr.,WR,LV,24.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039451,Isaiah Williams,WR,NYJ,25.57,1.175,1.6425,8.325,0.0,1.41875,0.0,2.655
00-0037240,Jameson Williams,WR,DET,25.42,3.471,5.521,58.773999999999994,0.38,2.06,0.037000000000000005,12.053
00-0040534,Ke'Shawn Williams,WR,CIN,24.66,0.09,0.09,0.45,0.0,0.91,0.0,0.23
00-0040131,Kyle Williams,WR,NE,23.78,0.71,1.5,14.93,0.21,0.21,0.0,3.51
00-0040603,Mario Williams,WR,LA,23.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040009,Savion Williams,WR,GB,24.76,0.83,0.83,6.5,0.08,3.08,0.0,2.12
00-0034418,Cedrick Wilson Jr.,WR,DET,30.76,1.277,2.064,13.916,0.07800000000000001,0.0,0.0,3.251
00-0037740,Garrett Wilson,WR,NYJ,26.09,5.47,8.908999999999999,59.955,0.44399999999999995,0.087,0.0,14.059000000000001
00-0039236,Johnny Wilson,WR,PHI,25.39,0.18749999999999997,0.5624999999999999,1.4249999999999998,0.0375,0.0,0.0,0.5549999999999999
00-0041287,Kole Wilson,WR,CLE,22.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038559,Michael Wilson,WR,ARI,26.5,3.761,5.929,48.557,0.326,0.132,0.0,10.586
00-0039739,Roman Wilson,WR,PIT,25.18,0.83125,1.45625,11.525,0.1375,0.0,0.0,2.68125
00-0035593,Juwann Winfree,WR,HOU,29.97,0.0,0.2,0.0,0.0,0.0,0.0,0.0
00-0038883,Isaiah Winstead,WR,PIT,27.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041220,Michael Wortham,WR,JAX,24.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039894,Xavier Worthy,WR,KC,23.33,3.25875,5.55125,38.705,0.18625,6.31875,0.07125,9.29375
00-0041069,Colbie Young,WR,CIN,24.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037093,Dareke Young,WR,LV,27.23,0.125,0.232,3.0,0.0,0.0,0.0,0.425
00-0035208,Olamide Zaccheaus,WR,ATL,29.09,2.42,3.884,23.648,0.163,1.045,0.0,5.872999999999999
